id,title,property_type,price_eur,city,neighborhood,lat,lon,size_sqm,rooms,year_built,floor,max_floor,parking,heating,dist_to_metro_min,dist_to_park_min,description,source_url
1597,House 4 camere Drumul Taberei,house,59480,Bucuresti,Drumul Taberei,44.44894796614363,26.156706476129095,40,4.0,1971.0,,,no,central,19,11,"Proprietate in zona Drumul Taberei, suprafata 40 mp, pret 59480 EUR.",https://example.com/listing/1597
1598,House 3 camere Drumul Taberei,house,191496,Bucuresti,Drumul Taberei,44.44399916825179,26.076297356081877,101,3.0,1960.0,,,no,electrica,13,7,"Proprietate in zona Drumul Taberei, suprafata 101 mp, pret 191496 EUR.",https://example.com/listing/1598
1599,Land  camere Berceni,land,721680,Bucuresti,Berceni,44.42053966129563,26.066314907806607,388,,,,,yes,,8,6,"Proprietate in zona Berceni, suprafata 388 mp, pret 721680 EUR.",https://example.com/listing/1599
1600,House 4 camere Dristor,house,135090,Bucuresti,Dristor,44.42832789429123,26.066202843342378,79,4.0,1966.0,,,yes,electrica,20,11,"Proprietate in zona Dristor, suprafata 79 mp, pret 135090 EUR.",https://example.com/listing/1600
1601,Land  camere Dorobanti,land,200860,Bucuresti,Dorobanti,44.446300212428135,26.078001659613243,220,,,,,yes,,17,14,"Proprietate in zona Dorobanti, suprafata 220 mp, pret 200860 EUR.",https://example.com/listing/1601
1602,Land  camere Dorobanti,land,707161,Bucuresti,Dorobanti,44.417627422995125,26.12662329192376,409,,,,,no,,5,13,"Proprietate in zona Dorobanti, suprafata 409 mp, pret 707161 EUR.",https://example.com/listing/1602
1603,Apartment 1 camere Berceni,apartment,101154,Bucuresti,Berceni,44.414808685916405,26.134080193871476,69,1.0,1995.0,4.0,10.0,yes,termoficare,6,12,"Proprietate in zona Berceni, suprafata 69 mp, pret 101154 EUR.",https://example.com/listing/1603
1604,Apartment 4 camere Pipera,apartment,173100,Bucuresti,Pipera,44.40887324876952,26.148351106364252,100,4.0,1966.0,8.0,10.0,yes,gaz,13,9,"Proprietate in zona Pipera, suprafata 100 mp, pret 173100 EUR.",https://example.com/listing/1604
1605,Land  camere Pipera,land,962702,Bucuresti,Pipera,44.42257470069239,26.196817685828467,793,,,,,yes,,12,9,"Proprietate in zona Pipera, suprafata 793 mp, pret 962702 EUR.",https://example.com/listing/1605
1606,Apartment 4 camere Pipera,apartment,114945,Bucuresti,Pipera,44.40328852228393,26.074935084954415,79,4.0,1971.0,4.0,10.0,no,central,3,7,"Proprietate in zona Pipera, suprafata 79 mp, pret 114945 EUR.",https://example.com/listing/1606
1607,House 3 camere Titan,house,100912,Bucuresti,Titan,44.42568671119115,26.19163749917366,106,3.0,1968.0,,,yes,gaz,15,12,"Proprietate in zona Titan, suprafata 106 mp, pret 100912 EUR.",https://example.com/listing/1607
1608,House 2 camere Berceni,house,91902,Bucuresti,Berceni,44.41408055362315,26.151530950339367,102,2.0,2008.0,,,no,central,11,13,"Proprietate in zona Berceni, suprafata 102 mp, pret 91902 EUR.",https://example.com/listing/1608
1609,Apartment 3 camere Berceni,apartment,96556,Bucuresti,Berceni,44.40879414897598,26.068582815850615,101,3.0,1996.0,3.0,10.0,yes,gaz,10,7,"Proprietate in zona Berceni, suprafata 101 mp, pret 96556 EUR.",https://example.com/listing/1609
1610,Land  camere Colentina,land,737672,Bucuresti,Colentina,44.442646218054136,26.152374741788933,692,,,,,no,,15,14,"Proprietate in zona Colentina, suprafata 692 mp, pret 737672 EUR.",https://example.com/listing/1610
1611,Apartment 1 camere Titan,apartment,109744,Bucuresti,Titan,44.42220960973341,26.099237663424596,76,1.0,2013.0,9.0,10.0,no,gaz,20,7,"Proprietate in zona Titan, suprafata 76 mp, pret 109744 EUR.",https://example.com/listing/1611
1612,Apartment 1 camere Dristor,apartment,70990,Bucuresti,Dristor,44.42576661897195,26.13211404631992,62,1.0,1991.0,1.0,10.0,yes,central,20,13,"Proprietate in zona Dristor, suprafata 62 mp, pret 70990 EUR.",https://example.com/listing/1612
1613,Apartment 1 camere Dristor,apartment,90354,Bucuresti,Dristor,44.447266255050195,26.146657440065017,74,1.0,2023.0,9.0,10.0,yes,central,4,11,"Proprietate in zona Dristor, suprafata 74 mp, pret 90354 EUR.",https://example.com/listing/1613
1614,House 3 camere Dristor,house,117183,Bucuresti,Dristor,44.41204483550507,26.199889981259766,67,3.0,2000.0,,,no,gaz,5,15,"Proprietate in zona Dristor, suprafata 67 mp, pret 117183 EUR.",https://example.com/listing/1614
1615,Apartment 3 camere Drumul Taberei,apartment,238080,Bucuresti,Drumul Taberei,44.4480965587495,26.082023848581517,120,3.0,1999.0,6.0,10.0,no,central,15,6,"Proprietate in zona Drumul Taberei, suprafata 120 mp, pret 238080 EUR.",https://example.com/listing/1615
1616,Apartment 4 camere Dristor,apartment,182608,Bucuresti,Dristor,44.40795504157211,26.114480541804554,101,4.0,1990.0,1.0,10.0,yes,termoficare,13,14,"Proprietate in zona Dristor, suprafata 101 mp, pret 182608 EUR.",https://example.com/listing/1616
1617,Apartment 2 camere Dristor,apartment,144800,Bucuresti,Dristor,44.44273216025715,26.098797036023434,80,2.0,1976.0,7.0,10.0,no,electrica,4,4,"Proprietate in zona Dristor, suprafata 80 mp, pret 144800 EUR.",https://example.com/listing/1617
1618,House 2 camere Dorobanti,house,105060,Bucuresti,Dorobanti,44.43050137412772,26.185691088520294,60,2.0,1988.0,,,no,termoficare,12,8,"Proprietate in zona Dorobanti, suprafata 60 mp, pret 105060 EUR.",https://example.com/listing/1618
1619,Apartment 1 camere Pipera,apartment,132804,Bucuresti,Pipera,44.41273297429281,26.089296643178454,119,1.0,1988.0,5.0,10.0,yes,termoficare,3,15,"Proprietate in zona Pipera, suprafata 119 mp, pret 132804 EUR.",https://example.com/listing/1619
1620,House 4 camere Titan,house,78735,Bucuresti,Titan,44.410216661667434,26.145822161583343,87,4.0,1968.0,,,yes,termoficare,19,2,"Proprietate in zona Titan, suprafata 87 mp, pret 78735 EUR.",https://example.com/listing/1620
1621,House 2 camere Titan,house,110352,Bucuresti,Titan,44.41375088140484,26.09752790846587,114,2.0,1962.0,,,no,gaz,14,3,"Proprietate in zona Titan, suprafata 114 mp, pret 110352 EUR.",https://example.com/listing/1621
1622,House 3 camere Dorobanti,house,122877,Bucuresti,Dorobanti,44.416705281574515,26.112782715732312,81,3.0,1971.0,,,yes,gaz,4,12,"Proprietate in zona Dorobanti, suprafata 81 mp, pret 122877 EUR.",https://example.com/listing/1622
1623,House 3 camere Dristor,house,130402,Bucuresti,Dristor,44.435804320440056,26.12426709099339,113,3.0,2022.0,,,yes,termoficare,20,2,"Proprietate in zona Dristor, suprafata 113 mp, pret 130402 EUR.",https://example.com/listing/1623
1624,Land  camere Dristor,land,1363600,Bucuresti,Dristor,44.43862024109217,26.075664453282673,974,,,,,no,,6,3,"Proprietate in zona Dristor, suprafata 974 mp, pret 1363600 EUR.",https://example.com/listing/1624
1625,Land  camere Pipera,land,349272,Bucuresti,Pipera,44.42953422151498,26.10651645961961,252,,,,,yes,,18,2,"Proprietate in zona Pipera, suprafata 252 mp, pret 349272 EUR.",https://example.com/listing/1625
1626,Land  camere Colentina,land,565692,Bucuresti,Colentina,44.430529711921004,26.055758752445485,354,,,,,yes,,5,2,"Proprietate in zona Colentina, suprafata 354 mp, pret 565692 EUR.",https://example.com/listing/1626
1627,Apartment 1 camere Drumul Taberei,apartment,71050,Bucuresti,Drumul Taberei,44.42687816721859,26.19881474651158,70,1.0,2012.0,9.0,10.0,no,electrica,16,10,"Proprietate in zona Drumul Taberei, suprafata 70 mp, pret 71050 EUR.",https://example.com/listing/1627
1628,Apartment 1 camere Dristor,apartment,69652,Bucuresti,Dristor,44.447075632066,26.165697963692494,44,1.0,1975.0,5.0,10.0,yes,central,19,7,"Proprietate in zona Dristor, suprafata 44 mp, pret 69652 EUR.",https://example.com/listing/1628
1629,Apartment 3 camere Pipera,apartment,118534,Bucuresti,Pipera,44.413055193973186,26.18250028736938,94,3.0,2005.0,4.0,10.0,no,central,18,3,"Proprietate in zona Pipera, suprafata 94 mp, pret 118534 EUR.",https://example.com/listing/1629
1630,House 3 camere Berceni,house,100368,Bucuresti,Berceni,44.4136590876594,26.16579636196748,72,3.0,1969.0,,,yes,electrica,19,15,"Proprietate in zona Berceni, suprafata 72 mp, pret 100368 EUR.",https://example.com/listing/1630
1631,Land  camere Colentina,land,637292,Bucuresti,Colentina,44.43569378563634,26.195017660563895,428,,,,,no,,3,5,"Proprietate in zona Colentina, suprafata 428 mp, pret 637292 EUR.",https://example.com/listing/1631
1632,Apartment 4 camere Dorobanti,apartment,96951,Bucuresti,Dorobanti,44.431983562821635,26.191748766103064,51,4.0,1970.0,5.0,10.0,yes,central,16,15,"Proprietate in zona Dorobanti, suprafata 51 mp, pret 96951 EUR.",https://example.com/listing/1632
1633,Apartment 1 camere Titan,apartment,100107,Bucuresti,Titan,44.408220604071175,26.18368843402385,63,1.0,2015.0,5.0,10.0,no,electrica,15,4,"Proprietate in zona Titan, suprafata 63 mp, pret 100107 EUR.",https://example.com/listing/1633
1634,Land  camere Dorobanti,land,821190,Bucuresti,Dorobanti,44.410759236074824,26.094850545474028,883,,,,,yes,,10,5,"Proprietate in zona Dorobanti, suprafata 883 mp, pret 821190 EUR.",https://example.com/listing/1634
1635,House 3 camere Dorobanti,house,83029,Bucuresti,Dorobanti,44.42466412113113,26.069304930579506,79,3.0,2022.0,,,yes,termoficare,20,7,"Proprietate in zona Dorobanti, suprafata 79 mp, pret 83029 EUR.",https://example.com/listing/1635
1636,House 2 camere Berceni,house,132501,Bucuresti,Berceni,44.44938808109205,26.064000106008866,87,2.0,2019.0,,,no,termoficare,16,12,"Proprietate in zona Berceni, suprafata 87 mp, pret 132501 EUR.",https://example.com/listing/1636
1637,Apartment 2 camere Dorobanti,apartment,68992,Bucuresti,Dorobanti,44.413433690274324,26.076963539426472,44,2.0,1997.0,2.0,10.0,no,termoficare,15,5,"Proprietate in zona Dorobanti, suprafata 44 mp, pret 68992 EUR.",https://example.com/listing/1637
1638,Land  camere Drumul Taberei,land,764604,Bucuresti,Drumul Taberei,44.437059149089045,26.058946944027902,603,,,,,yes,,20,13,"Proprietate in zona Drumul Taberei, suprafata 603 mp, pret 764604 EUR.",https://example.com/listing/1638
1639,Apartment 2 camere Drumul Taberei,apartment,95172,Bucuresti,Drumul Taberei,44.41368226094349,26.18153758079283,103,2.0,1987.0,1.0,10.0,yes,central,17,14,"Proprietate in zona Drumul Taberei, suprafata 103 mp, pret 95172 EUR.",https://example.com/listing/1639
1640,Land  camere Titan,land,1026410,Bucuresti,Titan,44.448041847182175,26.125651735688272,770,,,,,no,,4,9,"Proprietate in zona Titan, suprafata 770 mp, pret 1026410 EUR.",https://example.com/listing/1640
1641,House 2 camere Pipera,house,98056,Bucuresti,Pipera,44.44322627622763,26.11671808840156,68,2.0,1970.0,,,no,gaz,20,13,"Proprietate in zona Pipera, suprafata 68 mp, pret 98056 EUR.",https://example.com/listing/1641
1642,Apartment 2 camere Berceni,apartment,179174,Bucuresti,Berceni,44.421644148564646,26.173745934304232,101,2.0,2020.0,10.0,10.0,yes,termoficare,19,9,"Proprietate in zona Berceni, suprafata 101 mp, pret 179174 EUR.",https://example.com/listing/1642
1643,House 2 camere Berceni,house,83997,Bucuresti,Berceni,44.406511182231625,26.061577331877217,81,2.0,1967.0,,,no,electrica,12,15,"Proprietate in zona Berceni, suprafata 81 mp, pret 83997 EUR.",https://example.com/listing/1643
1644,Land  camere Titan,land,290992,Bucuresti,Titan,44.406863148271,26.126411699090042,208,,,,,no,,3,7,"Proprietate in zona Titan, suprafata 208 mp, pret 290992 EUR.",https://example.com/listing/1644
1645,Apartment 3 camere Berceni,apartment,79248,Bucuresti,Berceni,44.434514007553744,26.19638544287916,52,3.0,2001.0,6.0,10.0,no,central,11,11,"Proprietate in zona Berceni, suprafata 52 mp, pret 79248 EUR.",https://example.com/listing/1645
1646,Apartment 3 camere Pipera,apartment,141298,Bucuresti,Pipera,44.41964248078444,26.153843189868,86,3.0,2012.0,8.0,10.0,no,electrica,12,7,"Proprietate in zona Pipera, suprafata 86 mp, pret 141298 EUR.",https://example.com/listing/1646
1647,Apartment 3 camere Drumul Taberei,apartment,141708,Bucuresti,Drumul Taberei,44.41002343874515,26.19133061865663,84,3.0,2019.0,0.0,10.0,yes,termoficare,7,12,"Proprietate in zona Drumul Taberei, suprafata 84 mp, pret 141708 EUR.",https://example.com/listing/1647
1648,Apartment 3 camere Colentina,apartment,83324,Bucuresti,Colentina,44.428567380723074,26.160408099358115,74,3.0,1979.0,6.0,10.0,no,gaz,14,12,"Proprietate in zona Colentina, suprafata 74 mp, pret 83324 EUR.",https://example.com/listing/1648
1649,Apartment 4 camere Pipera,apartment,113400,Bucuresti,Pipera,44.41391527772812,26.165996162142072,63,4.0,2016.0,4.0,10.0,yes,termoficare,4,5,"Proprietate in zona Pipera, suprafata 63 mp, pret 113400 EUR.",https://example.com/listing/1649
1650,Apartment 4 camere Pipera,apartment,59831,Bucuresti,Pipera,44.43543265304114,26.05727592406707,47,4.0,1970.0,3.0,10.0,no,electrica,6,5,"Proprietate in zona Pipera, suprafata 47 mp, pret 59831 EUR.",https://example.com/listing/1650
1651,Apartment 2 camere Drumul Taberei,apartment,111652,Bucuresti,Drumul Taberei,44.43580558827028,26.08439832425157,103,2.0,1975.0,1.0,10.0,no,electrica,5,12,"Proprietate in zona Drumul Taberei, suprafata 103 mp, pret 111652 EUR.",https://example.com/listing/1651
1652,Apartment 4 camere Dristor,apartment,64264,Bucuresti,Dristor,44.424124254251254,26.163772689865723,58,4.0,1961.0,0.0,10.0,no,central,10,15,"Proprietate in zona Dristor, suprafata 58 mp, pret 64264 EUR.",https://example.com/listing/1652
1653,Apartment 1 camere Drumul Taberei,apartment,168168,Bucuresti,Drumul Taberei,44.44061479578981,26.164361605389296,98,1.0,1987.0,2.0,10.0,no,termoficare,19,12,"Proprietate in zona Drumul Taberei, suprafata 98 mp, pret 168168 EUR.",https://example.com/listing/1653
1654,Apartment 2 camere Militari,apartment,222840,Bucuresti,Militari,44.4197433701836,26.08527721807254,120,2.0,2008.0,10.0,10.0,no,termoficare,14,15,"Proprietate in zona Militari, suprafata 120 mp, pret 222840 EUR.",https://example.com/listing/1654
1655,Land  camere Titan,land,854042,Bucuresti,Titan,44.43442666880177,26.146950831087015,742,,,,,yes,,10,11,"Proprietate in zona Titan, suprafata 742 mp, pret 854042 EUR.",https://example.com/listing/1655
1656,Land  camere Titan,land,587241,Bucuresti,Titan,44.404622514427146,26.063917635269963,639,,,,,yes,,3,13,"Proprietate in zona Titan, suprafata 639 mp, pret 587241 EUR.",https://example.com/listing/1656
1657,Apartment 1 camere Titan,apartment,108680,Bucuresti,Titan,44.42904590339348,26.076695842149874,104,1.0,2009.0,5.0,10.0,yes,central,5,12,"Proprietate in zona Titan, suprafata 104 mp, pret 108680 EUR.",https://example.com/listing/1657
1658,Apartment 1 camere Berceni,apartment,43332,Bucuresti,Berceni,44.44314464214667,26.11344294056074,46,1.0,2001.0,7.0,10.0,yes,gaz,3,13,"Proprietate in zona Berceni, suprafata 46 mp, pret 43332 EUR.",https://example.com/listing/1658
1659,House 1 camere Militari,house,66640,Bucuresti,Militari,44.438700632964114,26.179885453929778,56,1.0,1984.0,,,yes,termoficare,7,6,"Proprietate in zona Militari, suprafata 56 mp, pret 66640 EUR.",https://example.com/listing/1659
1660,House 1 camere Dorobanti,house,179492,Bucuresti,Dorobanti,44.433077767378286,26.064546492309628,92,1.0,1980.0,,,yes,electrica,12,12,"Proprietate in zona Dorobanti, suprafata 92 mp, pret 179492 EUR.",https://example.com/listing/1660
1661,Land  camere Dorobanti,land,1640627,Bucuresti,Dorobanti,44.432692023315795,26.18130457827842,983,,,,,no,,8,6,"Proprietate in zona Dorobanti, suprafata 983 mp, pret 1640627 EUR.",https://example.com/listing/1661
1662,House 2 camere Pipera,house,91392,Bucuresti,Pipera,44.42117713669154,26.168266537137445,68,2.0,2003.0,,,no,termoficare,9,7,"Proprietate in zona Pipera, suprafata 68 mp, pret 91392 EUR.",https://example.com/listing/1662
1663,Land  camere Dorobanti,land,1677321,Bucuresti,Dorobanti,44.42878944381436,26.192581860900724,999,,,,,yes,,7,12,"Proprietate in zona Dorobanti, suprafata 999 mp, pret 1677321 EUR.",https://example.com/listing/1663
1664,Land  camere Militari,land,303022,Bucuresti,Militari,44.41409022204253,26.159916491781125,254,,,,,no,,14,12,"Proprietate in zona Militari, suprafata 254 mp, pret 303022 EUR.",https://example.com/listing/1664
1665,Apartment 3 camere Militari,apartment,70596,Bucuresti,Militari,44.424101854171106,26.12302744627629,53,3.0,1962.0,3.0,10.0,yes,electrica,16,9,"Proprietate in zona Militari, suprafata 53 mp, pret 70596 EUR.",https://example.com/listing/1665
1666,Apartment 3 camere Drumul Taberei,apartment,82745,Bucuresti,Drumul Taberei,44.40381952354889,26.1173485854582,67,3.0,2001.0,5.0,10.0,yes,electrica,18,2,"Proprietate in zona Drumul Taberei, suprafata 67 mp, pret 82745 EUR.",https://example.com/listing/1666
1667,Apartment 4 camere Militari,apartment,169062,Bucuresti,Militari,44.40955982354361,26.19812047281624,114,4.0,1966.0,4.0,10.0,yes,electrica,5,12,"Proprietate in zona Militari, suprafata 114 mp, pret 169062 EUR.",https://example.com/listing/1667
1668,Apartment 1 camere Dristor,apartment,171593,Bucuresti,Dristor,44.420492386398266,26.129011214115856,97,1.0,1983.0,4.0,10.0,yes,electrica,19,14,"Proprietate in zona Dristor, suprafata 97 mp, pret 171593 EUR.",https://example.com/listing/1668
1669,House 4 camere Dorobanti,house,160284,Bucuresti,Dorobanti,44.40057543363677,26.084973608561008,111,4.0,2011.0,,,no,electrica,3,15,"Proprietate in zona Dorobanti, suprafata 111 mp, pret 160284 EUR.",https://example.com/listing/1669
1670,Apartment 3 camere Drumul Taberei,apartment,95316,Bucuresti,Drumul Taberei,44.408127578726365,26.098019697262366,78,3.0,1970.0,1.0,10.0,no,termoficare,19,14,"Proprietate in zona Drumul Taberei, suprafata 78 mp, pret 95316 EUR.",https://example.com/listing/1670
1671,Land  camere Dristor,land,1258124,Bucuresti,Dristor,44.427861115008085,26.187067971327384,917,,,,,no,,3,15,"Proprietate in zona Dristor, suprafata 917 mp, pret 1258124 EUR.",https://example.com/listing/1671
1672,House 3 camere Berceni,house,163540,Bucuresti,Berceni,44.44784690686399,26.119376944855357,85,3.0,1972.0,,,yes,electrica,19,5,"Proprietate in zona Berceni, suprafata 85 mp, pret 163540 EUR.",https://example.com/listing/1672
1673,Land  camere Dristor,land,1295792,Bucuresti,Dristor,44.441723224524225,26.054530529745758,872,,,,,no,,8,10,"Proprietate in zona Dristor, suprafata 872 mp, pret 1295792 EUR.",https://example.com/listing/1673
1674,House 2 camere Titan,house,99680,Bucuresti,Titan,44.402425796597264,26.177159623711816,56,2.0,1965.0,,,no,central,3,3,"Proprietate in zona Titan, suprafata 56 mp, pret 99680 EUR.",https://example.com/listing/1674
1675,Apartment 4 camere Militari,apartment,94827,Bucuresti,Militari,44.443111194347026,26.184758748635613,73,4.0,2013.0,10.0,10.0,yes,termoficare,3,7,"Proprietate in zona Militari, suprafata 73 mp, pret 94827 EUR.",https://example.com/listing/1675
1676,Apartment 2 camere Militari,apartment,171216,Bucuresti,Militari,44.446861494327074,26.188045878464624,116,2.0,2021.0,8.0,10.0,yes,termoficare,8,11,"Proprietate in zona Militari, suprafata 116 mp, pret 171216 EUR.",https://example.com/listing/1676
1677,House 3 camere Dorobanti,house,56457,Bucuresti,Dorobanti,44.4474442899215,26.110030504552967,41,3.0,2019.0,,,no,electrica,6,10,"Proprietate in zona Dorobanti, suprafata 41 mp, pret 56457 EUR.",https://example.com/listing/1677
1678,Apartment 1 camere Dorobanti,apartment,47250,Bucuresti,Dorobanti,44.40614598075156,26.086432708214907,50,1.0,1969.0,9.0,10.0,yes,gaz,15,6,"Proprietate in zona Dorobanti, suprafata 50 mp, pret 47250 EUR.",https://example.com/listing/1678
1679,House 4 camere Pipera,house,138125,Bucuresti,Pipera,44.43943683937756,26.070585847345257,85,4.0,2022.0,,,no,gaz,18,13,"Proprietate in zona Pipera, suprafata 85 mp, pret 138125 EUR.",https://example.com/listing/1679
1680,Apartment 1 camere Drumul Taberei,apartment,85634,Bucuresti,Drumul Taberei,44.42901517724911,26.104655481533758,47,1.0,2017.0,1.0,10.0,no,gaz,6,13,"Proprietate in zona Drumul Taberei, suprafata 47 mp, pret 85634 EUR.",https://example.com/listing/1680
1681,Land  camere Militari,land,1209754,Bucuresti,Militari,44.43994713576292,26.181851956746552,782,,,,,yes,,18,12,"Proprietate in zona Militari, suprafata 782 mp, pret 1209754 EUR.",https://example.com/listing/1681
1682,House 2 camere Drumul Taberei,house,52448,Bucuresti,Drumul Taberei,44.40770606658237,26.171142708381378,44,2.0,1990.0,,,yes,termoficare,14,4,"Proprietate in zona Drumul Taberei, suprafata 44 mp, pret 52448 EUR.",https://example.com/listing/1682
1683,House 3 camere Titan,house,75012,Bucuresti,Titan,44.437365115230634,26.142544634520096,42,3.0,1987.0,,,no,electrica,3,15,"Proprietate in zona Titan, suprafata 42 mp, pret 75012 EUR.",https://example.com/listing/1683
1684,House 3 camere Berceni,house,74745,Bucuresti,Berceni,44.442978045587544,26.15365782691146,45,3.0,2003.0,,,yes,electrica,7,14,"Proprietate in zona Berceni, suprafata 45 mp, pret 74745 EUR.",https://example.com/listing/1684
1685,Land  camere Militari,land,973590,Bucuresti,Militari,44.42831650338433,26.073875887429278,510,,,,,yes,,11,13,"Proprietate in zona Militari, suprafata 510 mp, pret 973590 EUR.",https://example.com/listing/1685
1686,Land  camere Titan,land,1115550,Bucuresti,Titan,44.400947648908755,26.132462657307563,670,,,,,no,,15,12,"Proprietate in zona Titan, suprafata 670 mp, pret 1115550 EUR.",https://example.com/listing/1686
1687,Apartment 2 camere Pipera,apartment,122213,Bucuresti,Pipera,44.40294092529016,26.141615594143964,119,2.0,1978.0,1.0,10.0,no,central,8,15,"Proprietate in zona Pipera, suprafata 119 mp, pret 122213 EUR.",https://example.com/listing/1687
1688,House 1 camere Dorobanti,house,59045,Bucuresti,Dorobanti,44.44705895377835,26.1729891497949,49,1.0,1997.0,,,no,termoficare,12,13,"Proprietate in zona Dorobanti, suprafata 49 mp, pret 59045 EUR.",https://example.com/listing/1688
1689,Land  camere Militari,land,339448,Bucuresti,Militari,44.42112970315747,26.179957637458813,281,,,,,yes,,11,7,"Proprietate in zona Militari, suprafata 281 mp, pret 339448 EUR.",https://example.com/listing/1689
1690,Land  camere Dristor,land,378049,Bucuresti,Dristor,44.42977426963907,26.13057538289736,371,,,,,no,,10,8,"Proprietate in zona Dristor, suprafata 371 mp, pret 378049 EUR.",https://example.com/listing/1690
1691,Land  camere Berceni,land,423258,Bucuresti,Berceni,44.433917206181576,26.091145650065723,363,,,,,no,,11,13,"Proprietate in zona Berceni, suprafata 363 mp, pret 423258 EUR.",https://example.com/listing/1691
1692,Land  camere Colentina,land,1302070,Bucuresti,Colentina,44.412885261714614,26.16209970037398,665,,,,,no,,19,3,"Proprietate in zona Colentina, suprafata 665 mp, pret 1302070 EUR.",https://example.com/listing/1692
1693,Land  camere Dristor,land,1419249,Bucuresti,Dristor,44.419861957065876,26.109967307478616,723,,,,,no,,14,4,"Proprietate in zona Dristor, suprafata 723 mp, pret 1419249 EUR.",https://example.com/listing/1693
1694,Land  camere Pipera,land,884520,Bucuresti,Pipera,44.42376466050986,26.191546881988817,728,,,,,yes,,12,3,"Proprietate in zona Pipera, suprafata 728 mp, pret 884520 EUR.",https://example.com/listing/1694
1695,Land  camere Drumul Taberei,land,257562,Bucuresti,Drumul Taberei,44.434490375057436,26.087368119109257,246,,,,,no,,19,6,"Proprietate in zona Drumul Taberei, suprafata 246 mp, pret 257562 EUR.",https://example.com/listing/1695
1696,Land  camere Berceni,land,1290190,Bucuresti,Berceni,44.422008692157405,26.079938804805995,814,,,,,no,,17,13,"Proprietate in zona Berceni, suprafata 814 mp, pret 1290190 EUR.",https://example.com/listing/1696
1697,Land  camere Militari,land,856800,Bucuresti,Militari,44.44507010575391,26.182603032455805,672,,,,,yes,,11,9,"Proprietate in zona Militari, suprafata 672 mp, pret 856800 EUR.",https://example.com/listing/1697
1698,Land  camere Drumul Taberei,land,1576080,Bucuresti,Drumul Taberei,44.4295867158081,26.176555385340805,796,,,,,no,,13,7,"Proprietate in zona Drumul Taberei, suprafata 796 mp, pret 1576080 EUR.",https://example.com/listing/1698
1699,House 4 camere Berceni,house,85848,Bucuresti,Berceni,44.43613113911221,26.10826231215728,73,4.0,1981.0,,,no,gaz,6,5,"Proprietate in zona Berceni, suprafata 73 mp, pret 85848 EUR.",https://example.com/listing/1699
1700,Land  camere Dorobanti,land,1380936,Bucuresti,Dorobanti,44.41695267424457,26.052783997055837,706,,,,,yes,,8,5,"Proprietate in zona Dorobanti, suprafata 706 mp, pret 1380936 EUR.",https://example.com/listing/1700
1701,Apartment 1 camere Drumul Taberei,apartment,120744,Bucuresti,Drumul Taberei,44.44230719840122,26.188717727830948,78,1.0,1976.0,5.0,10.0,yes,termoficare,20,3,"Proprietate in zona Drumul Taberei, suprafata 78 mp, pret 120744 EUR.",https://example.com/listing/1701
1702,Land  camere Dorobanti,land,751212,Bucuresti,Dorobanti,44.42418715557553,26.09336168470428,693,,,,,yes,,16,2,"Proprietate in zona Dorobanti, suprafata 693 mp, pret 751212 EUR.",https://example.com/listing/1702
1703,Land  camere Dorobanti,land,804852,Bucuresti,Dorobanti,44.44137365994121,26.182683891084636,566,,,,,no,,6,6,"Proprietate in zona Dorobanti, suprafata 566 mp, pret 804852 EUR.",https://example.com/listing/1703
1704,House 2 camere Dristor,house,66820,Bucuresti,Dristor,44.40647553719867,26.12320098600542,65,2.0,1995.0,,,yes,termoficare,10,3,"Proprietate in zona Dristor, suprafata 65 mp, pret 66820 EUR.",https://example.com/listing/1704
1705,Apartment 1 camere Dorobanti,apartment,126614,Bucuresti,Dorobanti,44.42517961750002,26.073862010930934,118,1.0,1967.0,9.0,10.0,no,central,5,6,"Proprietate in zona Dorobanti, suprafata 118 mp, pret 126614 EUR.",https://example.com/listing/1705
1706,Apartment 1 camere Titan,apartment,156251,Bucuresti,Titan,44.42989983662069,26.068486550630197,103,1.0,1983.0,8.0,10.0,no,electrica,7,2,"Proprietate in zona Titan, suprafata 103 mp, pret 156251 EUR.",https://example.com/listing/1706
1707,Land  camere Colentina,land,1337248,Bucuresti,Colentina,44.43323005721845,26.064214582840464,928,,,,,yes,,18,15,"Proprietate in zona Colentina, suprafata 928 mp, pret 1337248 EUR.",https://example.com/listing/1707
1708,Land  camere Berceni,land,1793785,Bucuresti,Berceni,44.44151968379192,26.08776399616856,967,,,,,yes,,5,14,"Proprietate in zona Berceni, suprafata 967 mp, pret 1793785 EUR.",https://example.com/listing/1708
1709,House 2 camere Colentina,house,68600,Bucuresti,Colentina,44.416658908948776,26.113061150711943,56,2.0,1964.0,,,yes,gaz,8,4,"Proprietate in zona Colentina, suprafata 56 mp, pret 68600 EUR.",https://example.com/listing/1709
1710,Apartment 2 camere Dristor,apartment,136213,Bucuresti,Dristor,44.445440169766755,26.180851477689654,77,2.0,1969.0,4.0,10.0,no,termoficare,7,11,"Proprietate in zona Dristor, suprafata 77 mp, pret 136213 EUR.",https://example.com/listing/1710
1711,Land  camere Berceni,land,499700,Bucuresti,Berceni,44.432398611672774,26.079931265443413,263,,,,,yes,,12,8,"Proprietate in zona Berceni, suprafata 263 mp, pret 499700 EUR.",https://example.com/listing/1711
